legacy_path	area	page_name	page_title	purpose_hint	user_type	permission_keys	scope_evidence	tables	forms	actions	statuses	attachments	print_pdf	linked_php	ajax	public_token_candidate	reachability	activity	evidence
commercial_cases.php	root	commercial_cases	Al Hammadi Hospitals Group	commercial cases	authenticated/unknown		branch	alhammadi_companies,branches,branches_departments,branches_emails,commercial_cases,commercial_cases_actions,commercial_cases_attachments,commercial_cases_payment_type,commercial_cases_reconciliation_installment,commercial_cases_required_documents_attachments,commercial_cases_statement_request,commercial_cases_status,commercial_cases_suspend_case_request,commercial_cases_suspend_case_request_status,date,department_sender_email,executive_title,executive_title_actions,functin,if,lawsuit_users_mobile,ra_users,sms_sender_name	<?php echo $pagename; ?>,<?php echo 	create,update,delete,reject,send,reply	0,1,4,11,16,9,14,5,6,7	yes	yes	header.inc.php,sms_class.php,OpensslEncryptDecrypt.php,form_token.php,PHPMailer.php,SMTP.php,Exception.php,commercial_cases.php,lawsuit_sessions_schedule.php,commercial_casesCheck.php,commercial_cases_reply_form.php,footer.inc.php,commercial_cases_forms.php,sendsoundajax.php,commercial_cases_reconciliation_pdf.php,commercial_cases_status_details.php,commercial_cases_pdf.php,commercial_cases_timeline.php,commercial_cases_suspend_case_request_pdf.php,commercial_cases_request_waiver_case.php,commercial_casesCheckٍReply.php,commercial_cases_session_pdf.php,commercial_cases_grap.php,rep12_main_section_grap.php,inquired_section_grap.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
commercial_casesCheck.php	root	commercial_casesCheck		commercial casesCheck	authenticated/unknown		branch	branches,commercial_cases,commercial_cases_payment_type,commercial_cases_rejected_reason,commercial_cases_request_status,commercial_cases_statement_request,companies_groups,html,ra_users		reject,reply		yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,index.php,commercial_cases_reply_form_result.php,medicalReport_pdf.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
commercial_casesCheckٍReply.php	root	commercial_casesCheckٍReply		commercial casesCheckٍReply	authenticated/unknown		branch	branches,commercial_cases,commercial_cases_payment_type,commercial_cases_rejected_reason,commercial_cases_request_status,commercial_cases_statement_request,companies_groups,html,ra_users		reject,reply		yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,index.php,commercial_cases_reply_form_result.php,medicalReport_pdf.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
commercial_cases_details.php	root	commercial_cases_details		commercial cases details	authenticated/unknown		branch	branches,commercial_cases_actions,commercial_cases_reconciliation_status		reply	4,1	no	no	config.php,empty.php,commercial_cases_next_session.php,commercial_cases_reconciliation_options.php	yes	review	outbound-linked	unknown	ajax
commercial_cases_form_other.php	root	commercial_cases_form_other		commercial cases form other	authenticated/unknown							no	no	config.php	no	review	outbound-linked	unknown	
commercial_cases_forms.php	root	commercial_cases_forms		commercial cases forms	authenticated/unknown			alhammadi_companies				yes	no	hr_session.php,config.php,commercial_cases_form_other.php,empty.php,commercial_cases_next_session.php	yes	review	outbound-linked	unknown	ajax; file handling/ref
commercial_cases_next_session.php	root	commercial_cases_next_session		commercial cases next session	authenticated/unknown							no	no		no	review	unresolved	unknown	
commercial_cases_pdf.php	root	commercial_cases_pdf		commercial cases pdf	authenticated/unknown		branch	commercial_cases,commercial_cases_payment_type,commercial_cases_rejected_reason,commercial_cases_request_status,companies_groups,html,ra_users		reject,reply		yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,index.php,medicalReport_pdf.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
commercial_cases_reconciliation_installment.php	root	commercial_cases_reconciliation_installment		commercial cases reconciliation installment	authenticated/unknown							no	no	config.php	no	review	outbound-linked	unknown	
commercial_cases_reconciliation_options.php	root	commercial_cases_reconciliation_options		commercial cases reconciliation options	authenticated/unknown							no	no	config.php,commercial_cases_reconciliation_installment.php	no	review	outbound-linked	unknown	
commercial_cases_reconciliation_pdf.php	root	commercial_cases_reconciliation_pdf		commercial cases reconciliation pdf	authenticated/unknown		branch	commercial_cases,commercial_cases_actions,commercial_cases_payment_type,commercial_cases_reconciliation_installment,commercial_cases_reconciliation_status,commercial_cases_rejected_reason,commercial_cases_request_status,companies_groups,country_yakeen,html,ra_users		reject,reply	16	yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,index.php,medicalReport_pdf.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
commercial_cases_reply_form.php	root	commercial_cases_reply_form	ALHAMMADI	commercial cases reply form	authenticated/unknown		branch	commercial_cases,commercial_cases_actions,commercial_cases_attachments,commercial_cases_statement_request	commercial_cases_reply_form.php	create,update,delete,reply	14	yes	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php,form_token.php,commercial_cases_reply_form.php,commercial_cases_reply_form_result.php,rep12_sub_section_client_grap.php,rep12_main_section_grap.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; file handling/ref
commercial_cases_reply_form_result.php	root	commercial_cases_reply_form_result	ALHAMMADI | NEWBORNS	commercial cases reply form result	authenticated/unknown			commercial_cases_statement_request		update,reply		yes	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php,complaint_reply_form.php	yes	review	outbound-linked	unknown	ajax; file handling/ref
commercial_cases_session_pdf.php	root	commercial_cases_session_pdf		commercial cases session pdf	authenticated/unknown		branch	commercial_cases,commercial_cases_actions,companies_groups,html,ra_users		reject,reply	4	yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,index.php,medicalReport_pdf.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
commercial_cases_status_details.php	root	commercial_cases_status_details		commercial cases status details	authenticated/unknown		branch	branches,commercial_cases_actions,commercial_cases_reconciliation_status		reply	4,1	no	no	config.php,empty.php,commercial_cases_next_session.php,commercial_cases_reconciliation_options.php	yes	review	outbound-linked	unknown	ajax
commercial_cases_timeline.php	root	commercial_cases_timeline		commercial cases timeline	authenticated/unknown		branch	branches,commercial_cases,commercial_cases_actions,commercial_cases_statement_request,commercial_cases_status,ra_users		reply	9,14,4	no	no	header.inc.php,birth_notification.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; ajax
complains_add_more_subsction.php	root	complains_add_more_subsction		complains add more subsction	authenticated/unknown		branch	branches_departments,rep12_main_section,rep12_subsection				no	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,rep12_main_section_grap.php,rep12_sub_section_client_grap.php,rep12_sub_section_employee_grap.php	yes	review	outbound-linked	unknown	ajax
complaintCheck.php	root	complaintCheck		complaintCheck	authenticated/unknown		branch	branches_departments,comlaints_employees_emails,companies_groups,complaints,complaints_reply,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,reply		no	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,index.php,complaints_pdf.php,complaintCheck_en.php,complaintCheck.php,barcode.php	yes	review	outbound-linked	unknown	ajax; print/pdf
complaintCheck_en.php	root	complaintCheck_en		complaintCheck en	authenticated/unknown		branch	bottom,branches_departments,comlaints_employees_emails,companies_groups,complaints,complaints_reply,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,reply		yes	yes	config.php,functions.php,index.php,complaints_pdf.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php,complaintCheck.php,barcode.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
complaintCheckkTCPDF.php	root	complaintCheckkTCPDF		complaintCheckkTCPDF	authenticated/unknown		branch	bottom,branches_departments,comlaints_employees_emails,complaints,complaints_reply,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,reply		yes	yes	config.php,functions.php,index.php,complaints_pdf.php,complaintCheck_en.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php,complaintCheck.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
complaintForm.php	root	complaintForm	ALHAMMADI	complaintForm	authenticated/unknown		branch	branches_departments,companies_groups,complaints,complaints_numbers,complaints_reply,rep_12_complainant_side	complaintForm.php	create,update,reply		yes	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php,form_token.php,complaintForm.php,complaint_form_result.php,complaint_form.php,rep12_sub_section_client_grap.php,rep12_main_section_grap.php	yes	review	outbound-linked	unknown	form; ajax; file handling/ref
complaint_closing_reasons_other.php	root	complaint_closing_reasons_other		complaint closing reasons other	authenticated/unknown							no	no	config.php	no	review	outbound-linked	unknown	
complaint_form.php	root	complaint_form	ALHAMMADI	complaint form	authenticated/unknown		branch	branches_departments,complaints,complaints_reply,ra_users,rep_12_complainant_side	complaint_form.php?t=<?php echo hh_html($_GET[	create,update,send,reply		yes	no	sms_class.php,Shortener.class.php,hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php,form_token.php,complaint_form_result.php,complaint_form.php,rep12_sub_section_client_grap.php,rep12_main_section_grap.php	yes	review	outbound-linked	unknown	form; ajax; file handling/ref
complaint_form_result.php	root	complaint_form_result	ALHAMMADI	complaint form result	authenticated/unknown							yes	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php	no	review	outbound-linked	unknown	file handling/ref
complaint_letter_approval.php	root	complaint_letter_approval	ALHAMMADI | NEWBORNS	complaint letter approval	authenticated/unknown		branch	branches_departments,complaints,complaints_letter_issuance,rep12_main_section,rep12_subsection,rep_12_complainant_side	<?php echo $pagename; ?>,complaint_letter_approval.php?t=<?php echo hh_html($approval_token);?>	update,approve,send	1,2,4	yes	yes	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php,sms_class.php,form_token.php,utility.php,complaint_letter_approval.php,complaintsApprovalPdf.php,complaints_letter_approval_pdf.php,complaints.php,sendsoundajax.php,guaranteeAgreement.php	yes	review	outbound-linked	unknown	form; ajax; print/pdf; file handling/ref
complaint_letter_approval1.php	root	complaint_letter_approval1	ALHAMMADI | NEWBORNS	complaint letter approval1	authenticated/unknown		branch	branches_departments,complaints,complaints_letter_issuance,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,approve	1,2	yes	yes	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php,sms_class.php,utility.php,complaint_letter_approval.php,complaintsApprovalPdf.php,complaints_letter_approval_pdf.php,complaints.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
complaint_reply_form.php	root	complaint_reply_form	ALHAMMADI	complaint reply form	authenticated/unknown		branch	com_reson,complaints,complaints_reply	complaint_reply_form.php	create,update,send,reply	7	yes	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php,form_token.php,complaint_reply_form.php,complaint_reply_form_result.php,index.php,rep12_sub_section_client_grap.php,rep12_main_section_grap.php	yes	review	outbound-linked	unknown	form; ajax; file handling/ref
complaint_reply_form_result.php	root	complaint_reply_form_result	ALHAMMADI | NEWBORNS	complaint reply form result	authenticated/unknown			complaints,complaints_reply		update,reply	7	yes	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php,complaint_reply_form.php	yes	review	outbound-linked	unknown	ajax; file handling/ref
complaint_report.php	root	complaint_report		complaint report	authenticated/unknown		company,branch	branches_departments,complaints_status,maintenance_request_type,notice_type,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side,report_12,report_12_patient,support_services,support_services_all,support_services_departments	<?php echo $pagename; ?>	update,delete	0,1,2	yes	yes	header.inc.php,sms_class.php,Shortener.class.php,form_token.php,complaint_report.php,rep12_main_section_grap.php,rep12_sub_section_grap.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
complaint_request.php	root	complaint_request		complaint request	authenticated/unknown		branch	branches_departments,com_attitude,comlaints_employees_emails,complaints,complaints_numbers,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side,sms_archive,sms_sender_name,transferal	<?php echo $pagename; ?>	create,update,delete,send	0,4	no	yes	header.inc.php,sms_class.php,Shortener.class.php,form_token.php,complaint_request.php,footer.inc.php,complaint_form.php,SL.php,complaint_request_pdf.php,complaints_request_action_input.php,sendsoundajax.php,rep12_main_section_grap.php,rep12_sub_section_client_grap.php,rep12_sub_section_employee_grap.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
complaint_request_pdf.php	root	complaint_request_pdf		complaint request pdf	authenticated/unknown		branch	bottom,branches_departments,companies_groups,complaints,complaints_reply,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,reply		yes	yes	hr_session.php,config.php,functions.php,common.php,login.php,index.php,complaints_pdf.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
complaint_request_pdf_en.php	root	complaint_request_pdf_en		complaint request pdf en	authenticated/unknown		branch	bottom,companies_groups,complaints,complaints_reply,html,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,reply		yes	yes	hr_session.php,config.php,functions.php,common.php,login.php,index.php,complaints_pdf.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
complaint_third_party_subsection_grap.php	root	complaint_third_party_subsection_grap		complaint third party subsection grap	authenticated/unknown			complaint_letter_receiver				no	no	hr_session.php,config.php	yes	no	outbound-linked	unknown	session/header guard; ajax
complaints.php	root	complaints	Al Hammadi Hospitals Group	complaints	authenticated/unknown		branch	branches_departments,com_attitude,comlaints_employees_emails,comlaints_sender_email,comlaints_subsctions_emails,complaint_letter_receiver,complaints,complaints_letter_issuance,complaints_numbers,complaints_reply,complaints_status,functin,id,if,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side,sms_archive,sms_sender_name,the,transferal	./complaints.php,<?php echo $pagename; ?>	create,update,delete,approve,send,reply	1,9,3,2,8,5,6,4,0,7	yes	yes	header.inc.php,sms_class.php,OpensslEncryptDecrypt.php,form_token.php,PHPMailer.php,SMTP.php,Exception.php,autoload.php,complaints.php,footer.inc.php,rep12_main_section_grap.php,rep12_sub_section_grap.php,rep12_employees_grap.php,complaintCheck.php,complaint_reply_form.php,complaint_reply_form11.php,complaint_letter_approval.php,SL.php,complaint_letter_approval1.php,rep12_sub_section_employee_grap.php,rep12_sub_section_client_grap.php,com_form.php,complaints_status_input.php,sendsoundajax.php,complaints_view.php,complaints_pdf.php,complaint_request_pdf.php,complaint_request_pdf_en.php,complaints_pdf1.php,complaints_letter_pdf.php	yes	no	menu	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
complaintsApprovalPdf.php	root	complaintsApprovalPdf		complaintsApprovalPdf	authenticated/unknown		branch	branches_departments,comlaints_employees_emails,companies_groups,complaints,complaints_reply,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,reply	1	no	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,index.php,complaints_pdf.php,complaintCheck.php	yes	review	outbound-linked	unknown	ajax; print/pdf
complaints_confirm.php	root	complaints_confirm		complaints confirm	authenticated/unknown		branch	branches_departments,complaints,complaints_letter_issuance,complaints_reply,complaints_status,functin,if,rep12_main_section,rep12_subsection,rep_12_complainant_side,sms_archive,transferal	<?php echo $pagename; ?>	create,update,delete,send,reply	0,1,5,6,2,4	yes	yes	header.inc.php,sms_class.php,form_token.php,complaints_confirm.php,footer.inc.php,complaints_pdf.php,complaints_view.php,complaint_request_pdf.php,complaints_letter_pdf.php,complaints_letter_input.php,sendsoundajax.php,rep12_sub_section_grap.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
complaints_letter.php	root	complaints_letter		complaints letter	authenticated/unknown		branch	branches_departments,companies_groups,complaint_letter_receiver,complaints,complaints_letter_issuance,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		reply		yes	yes	autoload.php,hr_session.php,config.php,functions.php,index.php,complaints_pdf.php,complaints_letter.php,barcode.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
complaints_letter_approval_pdf.php	root	complaints_letter_approval_pdf		complaints letter approval pdf	authenticated/unknown		branch	branches_departments,companies_groups,complaint_letter_receiver,complaints,complaints_letter_issuance,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		reply		yes	yes	autoload.php,hr_session.php,config.php,functions.php,index.php,complaints_pdf.php,complaints_letter.php,barcode.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
complaints_letter_pdf.php	root	complaints_letter_pdf		complaints letter pdf	authenticated/unknown		branch	branches_departments,companies_groups,complaint_letter_receiver,complaints,complaints_letter_issuance,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		reply		yes	yes	autoload.php,hr_session.php,config.php,functions.php,login.php,index.php,complaints_pdf.php,complaints_letter.php,barcode.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
complaints_pdf.php	root	complaints_pdf		complaints pdf	authenticated/unknown		branch	branches_departments,comlaints_employees_emails,companies_groups,complaints,complaints_reply,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,reply	1,0	yes	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,login.php,index.php,complaints_pdf.php,complaintCheck.php,barcode.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
complaints_request_action_input.php	root	complaints_request_action_input		complaints request action input	authenticated/unknown			rep12_main_section				no	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,common.php	yes	review	outbound-linked	unknown	ajax
complaints_status_input.php	root	complaints_status_input		complaints status input	authenticated/unknown			com_h_p,com_s,complaint_closing_reasons,complaints_reply,rep12_main_section		reply		no	yes	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,common.php,complaints_status_input_english_name.php,complaint_closing_reasons_other.php	yes	review	outbound-linked	unknown	ajax; print/pdf
complaints_status_input_english_name.php	root	complaints_status_input_english_name		complaints status input english name	authenticated/unknown			complaints				no	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,common.php	yes	review	outbound-linked	unknown	ajax
complaints_tcpdf.php	root	complaints_tcpdf		complaints tcpdf	authenticated/unknown		branch	bottom,branches_departments,comlaints_employees_emails,complaints,complaints_reply,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,reply	1	yes	yes	hr_session.php,config.php,functions.php,common.php,login.php,index.php,complaints_pdf.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php,complaintCheck.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
complaints_v_pdf.php	root	complaints_v_pdf		complaints v pdf	authenticated/unknown		branch	bottom,branches_departments,companies_groups,complaints,complaints_reply,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,reply		yes	yes	hr_session.php,config.php,functions.php,common.php,login.php,index.php,complaints_pdf.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php,complaintCheck.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
complaints_view.php	root	complaints_view		complaints view	authenticated/unknown		branch	branches_departments,complaints,complaints_letter_issuance,complaints_reply,complaints_status,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,reply	1,2	no	yes	header.inc.php,index.php,complaints_pdf.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf
complaints_view_pdf.php	root	complaints_view_pdf		complaints view pdf	authenticated/unknown		branch	bottom,companies_groups,complaints,complaints_reply,complaints_status,html,ra_users		update,reply		yes	yes	hr_session.php,config.php,functions.php,common.php,login.php,index.php,complaints_pdf.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
contractSadq_pdf.php	root	contractSadq_pdf		contractSadq pdf	authenticated/unknown		branch	medical_services_agreement_sadq_transactions,payment_guarantee				no	yes	hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,login.php,index.php	yes	review	outbound-linked	unknown	ajax; print/pdf
corporate_communications.php	root	corporate_communications	Al Hammadi Hospitals Group	corporate communications	authenticated/unknown		branch	branches_departments,certificate_upload,companies_groups,corporate_communications,corporate_communications_action,corporate_communications_attachments,corporate_communications_deliver_to_agency,corporate_communications_deliver_to_postal,corporate_communications_receipt_reports,corporate_communications_replies,corporate_communications_replies_attachments,corporate_communications_return_delivering_letter_by_employee,corporate_communications_return_shipment,corporate_communications_sectors,corporate_communications_sendertitle,corporate_communications_shipment_request_document,corporate_communications_status,corporate_communications_timeline,department_sender_email,functin,government_circulars_issuing_authority,government_circulars_receiving_mechanism,government_circulars_sections,government_circulars_sections_administrators,if	<?php echo $pagename; ?>	create,update,delete,send	0,1,2,12,4,6,8,7,9,10,5,3,11	yes	yes	header.inc.php,sms_class.php,Shortener.class.php,OpensslEncryptDecrypt.php,form_token.php,PHPMailer.php,SMTP.php,Exception.php,corporate_communications.php,corporate_communications_form.php,SL.php,corporate_communications_deliver_to_agency_fotm.php,corporate_communications_form_returned.php,corporate_communications_cc_form.php,government_inspection_visits_cc_form.php,corporate_communications_get_date.php,empty.php,corporate_communications_status_input.php,sendsoundajax.php,corporate_communications_receipt_report.php,corporate_communications_timeline.php,corporate_communications_pdf_form.php,corporate_communications_automatic_reminder_pdf.php,corporate_communications_automatic_elevator_pdf.php,corporate_communications_department_statement_pdf.php,corporate_communications_draft_letter.php,corporate_communications_form_returned_pdf.php,corporate_communications_letter.php,corporate_communications_letter_no_header.php,corporate_communications_shipment_request_pdf.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
corporate_communications_automatic_elevator_pdf.php	root	corporate_communications_automatic_elevator_pdf		corporate communications automatic elevator pdf	authenticated/unknown		branch	companies_groups_general,corporate_communications,corporate_communications_sectors,corporate_communications_sendertitle,corporate_communications_timeline,government_circulars_issuing_authority,government_circulars_issuing_authority_classification,government_circulars_receiving_mechanism,government_circulars_sections,government_circulars_sections_administrators,html,ra_users		send,reply	12	yes	yes	hr_session.php,autoload.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,OpensslEncryptDecrypt.php,index.php,corporate_communications_form.php,corporate_communications_form_reply.php,barcode.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
corporate_communications_automatic_reminder_pdf.php	root	corporate_communications_automatic_reminder_pdf		corporate communications automatic reminder pdf	authenticated/unknown		branch	companies_groups_general,corporate_communications,corporate_communications_sectors,corporate_communications_sendertitle,corporate_communications_timeline,government_circulars_issuing_authority,government_circulars_issuing_authority_classification,government_circulars_receiving_mechanism,government_circulars_sections,government_circulars_sections_administrators,html,ra_users		send,reply	2	yes	yes	hr_session.php,autoload.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,OpensslEncryptDecrypt.php,index.php,corporate_communications_form.php,corporate_communications_form_reply.php,barcode.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
corporate_communications_cc_form.php	root	corporate_communications_cc_form		corporate communications cc form	authenticated/unknown		branch	companies_groups_general,corporate_communications,corporate_communications_attachments,corporate_communications_receipt_reports,corporate_communications_sectors,corporate_communications_sendertitle,government_circulars_issuing_authority,government_circulars_issuing_authority_classification,government_circulars_receiving_mechanism,government_circulars_sections,government_circulars_sections_administrators,html,ra_users		update,send,reply	2,1	yes	yes	hr_session.php,autoload.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,OpensslEncryptDecrypt.php,index.php,corporate_communications_form.php,corporate_communications_form_reply.php,barcode.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
corporate_communications_deliver_to_agency_fotm.php	root	corporate_communications_deliver_to_agency_fotm		corporate communications deliver to agency fotm	authenticated/unknown		branch	companies_groups_general,corporate_communications,corporate_communications_action,corporate_communications_deliver_to_agency,corporate_communications_deliver_to_postal,corporate_communications_sectors,corporate_communications_sendertitle,corporate_communications_shipment_request_document,government_circulars_issuing_authority,government_circulars_issuing_authority_classification,government_circulars_receiving_mechanism,government_circulars_sections,government_circulars_sections_administrators,html,ra_users		send,reply	4	yes	yes	hr_session.php,autoload.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,OpensslEncryptDecrypt.php,index.php,corporate_communications_form.php,corporate_communications_form_reply.php,barcode.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
corporate_communications_deliver_to_agency_pdf.php	root	corporate_communications_deliver_to_agency_pdf		corporate communications deliver to agency pdf	authenticated/unknown		branch	companies_groups_general,corporate_communications,corporate_communications_action,corporate_communications_deliver_to_agency,corporate_communications_deliver_to_postal,corporate_communications_sectors,corporate_communications_sendertitle,corporate_communications_shipment_request_document,government_circulars_issuing_authority,government_circulars_issuing_authority_classification,government_circulars_receiving_mechanism,government_circulars_sections,government_circulars_sections_administrators,html,ra_users		send,reply	4	yes	yes	hr_session.php,autoload.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,OpensslEncryptDecrypt.php,index.php,corporate_communications_form.php,corporate_communications_form_reply.php,barcode.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
corporate_communications_deliver_to_postal_pdf.php	root	corporate_communications_deliver_to_postal_pdf		corporate communications deliver to postal pdf	authenticated/unknown		branch	companies_groups_general,corporate_communications,corporate_communications_action,corporate_communications_deliver_to_postal,corporate_communications_sectors,corporate_communications_sendertitle,corporate_communications_shipment_request_document,government_circulars_issuing_authority,government_circulars_issuing_authority_classification,government_circulars_receiving_mechanism,government_circulars_sections,government_circulars_sections_administrators,html,ra_users		send,reply	4	yes	yes	hr_session.php,autoload.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,OpensslEncryptDecrypt.php,index.php,corporate_communications_form.php,corporate_communications_form_reply.php,barcode.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
corporate_communications_department_statement_pdf.php	root	corporate_communications_department_statement_pdf		corporate communications department statement pdf	authenticated/unknown		branch	companies_groups_general,corporate_communications,corporate_communications_replies,corporate_communications_sectors,corporate_communications_sendertitle,government_circulars_issuing_authority,government_circulars_issuing_authority_classification,government_circulars_receiving_mechanism,government_circulars_sections,government_circulars_sections_administrators,html,ra_users		send,reply		yes	yes	hr_session.php,autoload.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,OpensslEncryptDecrypt.php,index.php,corporate_communications_form.php,corporate_communications_form_reply.php,corporate_communications_pdf_form.php,corporate_communications_draft_letter.php,barcode.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
